FileName,Description,Keywords,FirstName,AssetType,Source name,ExpirationDate,Language,Folder_path
03 UP&GO (Iced Coffee) PROTEIN 3840x1080 (7.5 Sec).mp4,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Communications%20Campaigns/Protein%20Energize/Protein%20Energize%20Iced%20Coffee/03%20UP&GO%20(Iced%20Coffee)%20PROTEIN%203840x1080%20(7.5%20Sec).mp4
03 UP&GO (Iced Coffee) PROTEIN 3840x1080 (7.5 Sec)-V2.mp4,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Communications%20Campaigns/Protein%20Energize/Protein%20Energize%20Iced%20Coffee/03%20UP&GO%20(Iced%20Coffee)%20PROTEIN%203840x1080%20(7.5%20Sec)-V2.mp4
04 UP&GO (Iced Coffee) PROTEIN 1080x1920  (10 Sec).mp4,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Communications%20Campaigns/Protein%20Energize/Protein%20Energize%20Iced%20Coffee/04%20UP&GO%20(Iced%20Coffee)%20PROTEIN%201080x1920%20%20(10%20Sec).mp4
Apricot1.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Apricot1.png
Apricot-half.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Apricot-half.png
aprimo (1).png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/metadata_testing/aprimo%20(1).jpg
aprimo.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/metadata_testing/aprimo.jpg
aprimo_asset_upload_template_v2 (1).xlsx,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/MigrationFiles/aprimo_asset_upload_template_v2%20(1).xlsx
Asset1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/General/Asset1.jpg
Avenir Next Condensed.ttc,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/Avenir%20Next%20Condensed.ttc
Banana.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/500mL/Protein/Banana.png
Banana.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/500mL/BB/Banana.png
Banana.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/250mL/BB/Banana.png
Blackberry.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Blackberry.png
BrandonGrotesque-Light.otf,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/BrandonGrotesque-Light.otf
BrandonGrotesque-RegularItalic.otf,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/BrandonGrotesque-RegularItalic.otf
Calender - May-1.psd,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Calender%20-%20May-1.psd
Calender - May-copy.psb,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Calender%20-%20May-copy.psb
Calibri.ttf,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/Calibri.ttf
Choc.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/250mL/Protein/Choc.png
Choc.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/500mL/Protein/Choc.png
Choc.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/500mL/BB/Choc.png
Choc.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/250mL/NAS/Choc.png
Choc.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/250mL/BB/Choc.png
Choc.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/250mL/DF/Choc.png
Choc-Full-TT-horiz.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Choc-Full-TT-horiz.png
Choc-Full-TT-stack.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Choc-Full-TT-stack.png
Christmas.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Characters/Christmas.png
Christmas.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Characters/PNG/Christmas.png
Cranberry-Coconut.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Cranberry-Coconut.png
Employee.xlsx,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/MigrationFiles/Employee.xlsx
food1.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/food1.jpg
food1.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/metadata/food1.jpg
Fridge.png.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Characters/PNG/Fridge.png.png
Hanglider.PNG.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Characters/PNG/Hanglider.PNG.png
Hanoded - Longreach Italic.otf,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/Hanoded%20-%20Longreach%20Italic.otf
Hanoded - Longreach Regular.otf,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/Hanoded%20-%20Longreach%20Regular.otf
Hero image BG-02.png,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/MigrationFiles/Hero%20image%20BG-02.png
Hiker.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Logos/Protein/01%20UP&GO%20Protein%20Logo%20(EPS)/01%20PMS/UP&GO%20Protein%20Logo%20(CHOC-B)%20PMS.eps
Honey.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Honey.png
Honeycomb1.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Honeycomb1.png
Honeycomb2.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Honeycomb2.png
Iced Coffee.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Illustrations/250mL/Protein/Iced%20Coffee.png
Kayak.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Characters/Kayak.png
Mango-cube.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Mango-cube.png
Oats.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Oats.png
Odds-Regular.otf,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Fonts/Odds-Regular.otf
Organic-Oats.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/Weet-Bix/PRODUCT%20IMAGERY/Organic-Oats.png
Peace.png.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Characters/PNG/Peace.png.png
Protein & Fibre of 2 Weet-Bix & Milk Lock Up.png,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Lock%20Ups/Protein%20&%20Fibre%20of%202%20Weet-Bix%20&%20Milk%20Lock%20Up.png
SAN3854_UP&GO_PocketMoney_KV_V7_Lscp[1].pdf,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Consumer%20Promos%20KVs/Pocket%20Money/SAN3854_UP&GO_PocketMoney_KV_V7_Lscp%5B1%5D.pdf
SAN3854_UP&GO_PocketMoney_KV_V7_Port[3].pdf,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Consumer%20Promos%20KVs/Pocket%20Money/SAN3854_UP&GO_PocketMoney_KV_V7_Port%5B3%5D.pdf
SANI_9300652001716-0.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-0.jpg
SANI_9300652001716-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-1.jpg
SANI_9300652001716-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-2.jpg
SANI_9300652001716-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-3.jpg
SANI_9300652001716-4.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-4.jpg
SANI_9300652001716-5.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-5.jpg
SANI_9300652001716-7.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-7.jpg
SANI_9300652001716-70.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-70.jpg
SANI_9300652001716-8.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/choc/SANI_9300652001716-8.jpg
SANI_9300652001730-0.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-0.jpg
SANI_9300652001730-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-1.jpg
SANI_9300652001730-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-2.jpg
SANI_9300652001730-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-3.jpg
SANI_9300652001730-4.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-4.jpg
SANI_9300652001730-5.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-5.jpg
SANI_9300652001730-7.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-7.jpg
SANI_9300652001730-70.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-70.jpg
SANI_9300652001730-8.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Banana/SANI_9300652001730-8.jpg
SANI_9300652003512-0.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-0.jpg
SANI_9300652003512-1.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-1.jpg
SANI_9300652003512-2.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-2.jpg
SANI_9300652003512-3.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-3.jpg
SANI_9300652003512-4.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-4.jpg
SANI_9300652003512-5.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-5.jpg
SANI_9300652003512-7.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-7.jpg
SANI_9300652003512-70.jpg,Sample image 2,example,madhavan,/DAM/Asset Type/Icon|/Logo,Nandha,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/3pk/Strawberry/SANI_9300652003512-70.jpg
